FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001050;COE 001050 – Call Strike Lookback;10;Data de Observação 4;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;11;Data de Observação 5;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;12;Data de Observação 6;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;13;Data de Observação 7;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;14;Data de Observação 8;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;15;Data de Observação 9;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;16;Data de Observação 10;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;17;Data de Observação 11;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;18;Data de Observação 12;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;19;Data de Observação 13;Campo de preenchimento opcional. Informa a 3ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 4ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 5ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 6ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 7ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 8ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 9ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 10ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 11ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 12ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 13ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;20;Data de Observação 14;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;21;Data de Observação 15;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;22;Data de Observação 16;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;23;Data de Observação 17;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;24;Data de Observação 18;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;25;Data de Observação 19;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;26;Data de Observação 20;Campo de preenchimento opcional. Informa a 14ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 15ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 16ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 17ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 18ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 19ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA. Campo de preenchimento opcional. Informa a 20ª data da cotação que será considerada para apuração do lookback. Formato: DD/MM/AAAA.
COE001050;COE 001050 – Call Strike Lookback;27;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas” . Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001051;Figura COE 001051 – Call Spread KI + Put;1;Informações referentes a Call Spread KI +;Put
COE001051;Figura COE 001051 – Call Spread KI + Put;2;Strike 1 (%);Campo de preenchimento obrigatório. Informar o strike, em percentual. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0.
COE001051;Figura COE 001051 – Call Spread KI + Put;3;Quantidade 1;Campo de preenchimento opcional. Informar a quantidade de Call Spread KI. A quantidade indicada deverá ser maior que zero. Formato: Numérico com 10 inteiros e 4 decimais.
COE001051;Figura COE 001051 – Call Spread KI + Put;4;Quantidade 2;Campo de preenchimento opcional. Informar a quantidade de Put. A quantidade indicada deverá ser maior que zero. Formato: Numérico com 10 inteiros e 4 decimais.
COE001051;Figura COE 001051 – Call Spread KI + Put;5;Participação cenário de Baixa (%);Campo de preenchimento opcional. Indica o percentual a ser aplicado sobre a valorização do Ativo Subjacente. Formato: Numérico com 6 inteiros e 4 decimais, maior que 0.
COE001051;Figura COE 001051 – Call Spread KI + Put;6;Participação cenário de Alta (%);Campo de preenchimento opcional. Indica o percentual a ser aplicado sobre a valorização do Ativo Subjacente. Formato: Numérico com 6 inteiros e 4 decimais, maior que 0.
COE001051;Figura COE 001051 – Call Spread KI + Put;7;Limitador cenário de Alta (%);Campo de preenchimento obrigatório. Informar percentual a ser aplicado sobre o valor inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 8 decimais, deverá ser maior que o Strike (%) e maior que 0.
COE001051;Figura COE 001051 – Call Spread KI + Put;8;Barreira KI (%);Campo de preenchimento obrigatório. Informar a barreira de knock in da Call Spread KI, em percentual. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero.
COE001051;Figura COE 001051 – Call Spread KI + Put;9;Rebate KI (%);Campo de preenchimento obrigatório. Indica percentual a ser aplicado sobre o Valor Financeiro de Emissão caso a barreira de knock in não seja atingida no período de verificação. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero.
COE001051;Figura COE 001051 – Call Spread KI + Put;10;Tipo de Cotação para verificação de barreira cenário de alta;Campo de preenchimento obrigatório. Tipo de cotação a ser considerada na verificação da barreira de knock in. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001051;Figura COE 001051 – Call Spread KI + Put;11;Período de verificação de barreiras;Campo de preenchimento obrigatório. Campo com as opções: Americana e Europeia. Indica se a verificação da barreira será diária (Americana), dentro da janela de verificação, ou apenas no vencimento (Europeia). Se indicado “Europeia”, apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana”, apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001051;Figura COE 001051 – Call Spread KI + Put;12;Data Inicial para Verificação;Campo de preenchimento obrigatório, caso o campo “Período de verificação de barreiras” for preenchido com “Americana”. Data inicial da janela de verificação da barreira de knock in. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA
COE001051;Figura COE 001051 – Call Spread KI + Put;13;Data Final para Verificação;Campo de preenchimento obrigatório, caso o campo “Período de verificação de barreiras” for preenchido com “Americana”. Data final da janela de verificação da barreira de knock in. Esta data deve ser superior a indicada no campo “Data Inicial para verificação”, e inferior a data de vencimento. Formato: DD/MM/AAAA.
COE001051;Figura COE 001051 – Call Spread KI + Put;14;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001051;Figura COE 001051 – Call Spread KI + Put;15;Data para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Data única"". Formato: DD/MM/AAAA."
COE001051;Figura COE 001051 – Call Spread KI + Put;16;Data inicial para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”. Formato: DD/MM/AAAA."
COE001051;Figura COE 001051 – Call Spread KI + Put;17;Data final para fixing;"Campo de preenchimento obrigatório, se campo “Período de captura do ativo subjacente para liquidação” for preenchido com ""Janela de Datas"". Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, e inferior a data de vencimento. Formato: DD/MM/AAAA."
COE001051;Figura COE 001051 – Call Spread KI + Put;18;Tipo de Cotação para Liquidação;Campo de preenchimento obrigatório. Indicação de qual será a cotação a ser considerada na liquidação da operação, referente ao Ativo Subjacente. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001051;Figura COE 001051 – Call Spread KI + Put;19;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas” . Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;1;Strike 1 (%);Campo de preenchimento obrigatório. Informar o strike, em percentual. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente. Formato: Numérico com 4 inteiros e 8 decimais, maior que 0.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;2;Quantidade 1;Campo de preenchimento opcional. Informar a quantidade do Ativo Subjacente. A quantidade indicada deverá ser maior que zero. Formato: Numérico com 10 inteiros e 4 decimais.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;3;Participação cenário de Alta (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre a valorização do Ativo Subjacente. Formato: Numérico com 6 inteiros e 4 decimais, maior que 0.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;4;Participação cenário de Baixa (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre a valorização do Ativo Subjacente 2. Formato: Numérico com 6 inteiros e 4 decimais, maior que 0.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;5;Limitador Cenário de Baixa (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do ativo subjacente Formato: Numérico com 4 inteiros e 8 decimais, maior que 0.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;6;Barreira KIKO;Campo de preenchimento obrigatório. Informar a barreira de KIKO, em percentual. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;7;Tipo de Cotação para Verificação de Barreiras no Cenário de Baixa;Campo de preenchimento obrigatório. Tipo de cotação a ser considerada na verificação da barreira de KIKO. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;8;Período de verificação de barreiras;Campo de preenchimento obrigatório. Campo com as opções: Americana e Europeia. Indica se a verificação da barreira será diária (Americana), dentro da janela de verificação, ou apenas no vencimento (Europeia). Se indicado “Europeia”, apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana”, apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001052;Figura COE 001052 – C Call + C Put KO + V PS KI;9;Data Inicial para Verificação;Campo de preenchimento obrigatório, caso o campo “Período de verificação de barreiras” for preenchido com “Americana”. Data inicial da janela de verificação da barreira de KIKO. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA
